City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ekibastuz,KZ,51.6667,75.3667,29.98,86,100,17.56,overcast clouds
347,Paamiut,GL,61.994,-49.6678,23.4,68,100,8.01,overcast clouds
348,Oksfjord,NO,70.2396,22.3479,33.98,89,95,8.12,overcast clouds
349,Rapid Valley,US,44.0625,-103.1463,19.15,76,75,20.71,broken clouds
350,Cidreira,BR,-30.1811,-50.2056,70.07,64,5,9.31,clear sky
351,San Jeronimo,PE,-11.9472,-75.2829,59.65,49,33,2.24,scattered clouds
352,Tenango,MX,18.65,-98.1833,73.06,53,0,3.53,clear sky
353,Holme,DK,56.1138,10.1725,54.97,91,100,17.29,overcast clouds
354,Rosario,AR,-32.9468,-60.6393,71.51,68,0,6.91,light rain
355,Vilhena,BR,-12.7406,-60.1458,89.82,51,40,13.8,scattered clouds
356,Cam Ranh,VN,11.9214,109.1591,80.56,78,40,12.66,scattered clouds
357,Catamarca,AR,-28.4696,-65.7852,96.4,24,3,3.0,clear sky
358,Les Cayes,HT,18.2,-73.75,84.36,60,57,8.08,broken clouds
359,Marsh Harbour,BS,26.5412,-77.0636,79.92,78,89,24.4,overcast clouds
360,Kalmunai,LK,7.4167,81.8167,77.14,87,86,9.55,overcast clouds
361,Zaysan,KZ,47.4667,84.8667,30.13,57,14,3.89,few clouds
362,Abnub,EG,27.2696,31.1511,71.08,34,0,9.93,clear sky
363,Lahij,YE,13.1667,44.5833,75.56,70,32,9.84,scattered clouds
364,Sangar,RU,63.9242,127.4739,-4.47,95,100,13.35,light snow
365,Kutum,SD,14.2,24.6667,76.64,17,3,10.94,clear sky
366,Dergaon,IN,26.7,93.9667,67.66,86,0,0.72,clear sky
367,Yaan,NG,7.3833,8.5667,92.23,38,20,0.92,few clouds
368,Jackson,US,42.4165,-122.8345,40.05,84,100,4.61,overcast clouds
369,Rio Grande,BR,-32.035,-52.0986,78.91,66,34,11.54,scattered clouds
370,Traverse City,US,44.7631,-85.6206,70.84,55,75,11.5,broken clouds
371,Campohermoso,ES,36.9357,-2.1337,70.12,64,1,14.63,clear sky
372,Sosnovo-Ozerskoye,RU,52.5249,111.5418,17.91,72,99,10.69,overcast clouds
373,La Mata,PA,8.0833,-80.8833,78.57,86,100,9.19,moderate rain
374,Narrabri,AU,-30.3167,149.7833,56.52,87,55,6.93,broken clouds
375,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.44,64,20,7.63,few clouds
376,Alyangula,AU,-13.8483,136.4192,82.36,75,2,6.46,clear sky
377,Buraydah,SA,26.326,43.975,79.25,34,66,11.68,broken clouds
378,Nuevo Ideal,MX,24.8875,-105.0728,64.26,33,2,5.23,clear sky
379,Umm Lajj,SA,25.0213,37.2685,78.15,56,41,11.72,scattered clouds
380,Ixtapa,MX,20.7,-105.2,82.22,65,0,5.75,clear sky
381,Matay,EG,28.419,30.7792,69.94,36,0,8.88,clear sky
382,Verkh-Chebula,RU,56.0308,87.6218,29.25,81,100,14.56,overcast clouds
383,Nordfjordeid,NO,61.9063,5.9915,56.26,87,75,4.61,moderate rain
384,Turukhansk,RU,65.8167,87.9833,-8.34,98,100,5.1,overcast clouds
385,Zhaotong,CN,27.3167,103.7167,51.33,79,1,1.88,clear sky
386,Luganville,VU,-15.5333,167.1667,77.5,87,21,2.75,few clouds
387,Methoni,GR,36.8197,21.7049,67.21,71,19,3.53,few clouds
388,Lagoa,PT,39.05,-27.9833,58.98,74,100,23.31,light rain
389,Kirkuk,IQ,35.4681,44.3922,67.64,39,26,4.54,scattered clouds
390,Bay Roberts,CA,47.5999,-53.2648,42.55,76,100,5.99,overcast clouds
391,Mondolfo,IT,43.7494,13.0979,59.85,88,100,3.0,overcast clouds
392,Manokwari,ID,-0.8667,134.0833,78.96,77,96,4.43,overcast clouds
393,Pop,UZ,40.8736,71.1089,41.49,44,5,2.37,clear sky
394,Winnemucca,US,40.973,-117.7357,21.25,86,0,3.44,clear sky
395,Matiri,TZ,-10.75,34.9,72.21,52,94,2.37,overcast clouds
396,Phulabani,IN,20.4667,84.2333,65.39,72,10,2.24,clear sky
397,Gasa,PS,31.5,34.4667,66.88,60,1,9.4,clear sky
398,Hithadhoo,MV,-0.6,73.0833,82.09,73,84,12.68,broken clouds
399,Bryan,US,30.6744,-96.37,76.48,75,75,10.36,broken clouds
400,Talaya,RU,61.3833,152.75,-19.43,99,100,3.44,overcast clouds
401,Bengkulu,ID,-3.8004,102.2655,75.78,88,100,1.83,light rain
402,Sioux Lookout,CA,50.1001,-91.917,19.47,79,100,6.91,overcast clouds
403,Nuevo Progreso,MX,23.1667,-97.95,83.53,61,1,4.0,clear sky
404,Yerbogachen,RU,61.2767,108.0108,17.91,89,100,10.98,overcast clouds
405,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3,mist
406,Puerto Narino,CO,-3.7703,-70.3831,93.18,44,97,3.94,overcast clouds
407,Samarai,PG,-10.6167,150.6667,80.46,74,61,7.29,broken clouds
408,La Ronge,CA,55.1001,-105.2842,5.25,78,75,10.36,broken clouds
409,Suzun,RU,53.7841,82.3116,30.0,80,100,11.59,overcast clouds
410,Tarancon,ES,40.0085,-3.0073,59.22,43,0,5.39,clear sky
411,Megion,RU,61.0296,76.1136,28.42,99,88,3.62,overcast clouds
412,Sarkand,KZ,45.41,79.9186,33.64,58,8,4.74,clear sky
413,Panaba,MX,21.2833,-88.2667,84.09,54,12,6.38,few clouds
414,Santa Cruz,BO,-17.8,-63.1667,93.25,40,75,28.77,smoke
415,Ambilobe,MG,-13.2,49.05,77.81,74,58,3.58,light rain
416,Benemerito De Las Americas,MX,16.5167,-90.6439,79.99,63,37,1.21,scattered clouds
417,Pitimbu,BR,-7.4706,-34.8086,88.39,66,47,11.16,scattered clouds
418,Luba,GQ,3.4568,8.5547,80.56,79,91,8.05,light rain
419,Nuristan,AF,35.3,70.8333,14.02,55,0,11.48,clear sky
420,Wadi Musa,JO,30.3222,35.4793,58.32,62,26,5.14,scattered clouds
421,Ca Mau,VN,9.1769,105.15,76.28,92,97,5.7,overcast clouds
422,Moctezuma,MX,29.8,-109.6667,64.85,64,99,4.56,overcast clouds
423,Nuuk,GL,64.1835,-51.7216,20.01,73,40,8.05,scattered clouds
424,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,80,20,5.75,few clouds
425,Rovaniemi,FI,66.5,25.7167,31.41,100,100,2.3,overcast clouds
426,Chandbali,IN,20.7833,86.7667,73.67,62,41,1.41,scattered clouds
427,Ola,RU,59.5833,151.2833,-4.86,77,100,13.29,overcast clouds
428,Abbeville,FR,50.1,1.8333,57.49,78,99,7.18,overcast clouds
429,Marzuq,YE,14.4,46.4667,70.47,66,6,8.25,clear sky
430,Las Cruces,US,32.3123,-106.7783,61.0,44,0,3.44,clear sky
431,Saint-Augustin,CA,51.226,-58.6502,37.78,59,100,13.4,overcast clouds
432,Hambantota,LK,6.1241,81.1185,78.58,83,100,8.34,overcast clouds
433,Atherton,GB,53.5237,-2.4935,60.89,77,99,5.01,overcast clouds
434,Karmaskaly,RU,54.3709,56.1837,35.51,98,100,12.3,heavy intensity rain
435,Goure,NE,13.9835,10.2704,90.55,13,27,10.11,scattered clouds
436,Rosa Zarate,EC,0.3333,-79.4667,86.81,49,78,3.27,broken clouds
437,Piranhas,BR,-16.4269,-51.8222,93.25,35,31,7.4,scattered clouds
438,Hermiston,US,45.8404,-119.2895,34.86,85,0,5.01,clear sky
439,Santa Rosa,PH,14.3122,121.1114,78.78,92,79,8.08,broken clouds
440,Karlstad,SE,59.3793,13.5036,50.56,92,100,14.97,light rain
441,Labytnangi,RU,66.6572,66.4183,2.79,98,90,5.97,overcast clouds
442,Salalah,OM,17.0151,54.0924,82.49,65,0,3.44,clear sky
443,Bogovarovo,RU,58.9785,47.0246,42.87,97,100,9.28,overcast clouds
444,Olinda,BR,-8.0089,-34.8553,83.93,65,40,9.22,scattered clouds
445,Solnechnyy,RU,50.7214,136.6319,22.21,47,0,2.73,clear sky
446,Mino,JP,34.8269,135.4706,60.62,78,1,3.44,clear sky
447,Ugoofaaru,MV,5.6667,73.0,81.81,70,96,3.33,overcast clouds
448,Pisco,PE,-13.7,-76.2167,67.01,77,0,10.36,clear sky
449,Marquette,US,46.5333,-87.6335,42.78,96,100,10.11,overcast clouds
450,Fare,PF,-16.7,-151.0167,78.66,78,14,11.18,light rain
451,Dauriya,RU,49.9333,116.8667,25.65,96,100,3.49,snow
452,Ambovombe,MG,-25.1667,46.0833,74.73,82,75,5.39,broken clouds
453,Klaksvik,FO,62.2266,-6.589,49.12,81,100,33.31,overcast clouds
454,Ferrol,ES,43.4832,-8.2369,66.72,67,28,2.17,scattered clouds
455,Weligama,LK,5.9667,80.4167,77.76,86,100,4.85,overcast clouds
456,Kaputa,ZM,-8.4689,29.6619,73.42,75,95,5.73,light rain
457,Margate,GB,51.3813,1.3862,57.31,79,100,7.0,overcast clouds
458,Shelburne,CA,44.0787,-80.2041,64.6,40,22,16.28,few clouds
459,Esperance,AU,-33.8667,121.9,58.84,87,100,10.98,overcast clouds
460,Dingle,PH,10.9995,122.6711,76.37,90,77,6.58,broken clouds
461,Goderich,CA,43.7501,-81.7165,62.92,34,15,17.27,few clouds
462,Omsukchan,RU,62.5333,155.8,-21.68,98,96,5.19,overcast clouds
463,Kaset Sombun,TH,16.2805,101.9542,71.65,81,46,3.78,scattered clouds
464,Byron Bay,AU,-28.65,153.6167,58.95,78,6,1.77,clear sky
465,Bitung,ID,1.4451,125.1824,77.85,82,100,2.71,light rain
466,Cartagena,CO,10.3997,-75.5144,83.82,74,40,9.22,scattered clouds
467,Komsomolskoye,RU,55.2567,47.5461,44.51,84,100,14.45,overcast clouds
468,Tabou,CI,4.423,-7.3528,82.04,73,30,7.4,scattered clouds
469,Skaerbaek,DK,55.1573,8.769,55.67,89,92,20.51,overcast clouds
470,Sisimiut,GL,66.9395,-53.6735,17.74,85,100,12.26,overcast clouds
471,Tabas,IR,33.5959,56.9244,63.0,27,30,3.71,scattered clouds
472,Mandera,KE,3.9366,41.867,85.91,47,97,4.36,light rain
473,Valdivia,CL,-39.8142,-73.2459,57.29,96,100,1.32,overcast clouds
474,Bonthe,SL,7.5264,-12.505,84.15,66,68,11.5,light rain
475,Xuddur,SO,4.1213,43.8894,82.94,41,73,10.04,broken clouds
476,Horn,DE,51.8715,8.9451,53.44,78,88,9.46,overcast clouds
477,Touros,BR,-5.1989,-35.4608,86.0,53,65,16.22,broken clouds
478,Danane,CI,7.2596,-8.155,84.81,51,52,2.19,broken clouds
479,Udachnyy,RU,66.4167,112.4,-6.56,83,100,13.4,overcast clouds
480,Ballina,AU,-28.8667,153.5667,59.02,92,18,2.71,few clouds
481,Marion,US,39.7684,-86.1555,68.72,52,75,10.36,broken clouds
482,Bandundu,CD,-3.3167,17.3667,71.04,97,100,1.7,overcast clouds
483,Karema,TZ,-6.8205,30.4389,73.47,76,97,1.52,overcast clouds
484,Pinega,RU,64.7001,43.3936,28.06,93,72,2.86,broken clouds
485,Gravdal,NO,68.1214,13.5031,37.29,65,20,4.61,few clouds
486,Tiarei,PF,-17.5333,-149.3333,77.02,85,4,10.56,light rain
487,Mikhaylovka,RU,50.06,43.2379,44.71,83,100,5.97,overcast clouds
488,Eyl,SO,7.9803,49.8164,80.33,74,14,16.67,few clouds
489,Kiama,AU,-34.6833,150.8667,62.58,79,53,1.01,broken clouds
490,Kalianget,ID,-7.05,113.9333,81.88,77,91,4.9,overcast clouds
491,Puerto Escondido,MX,15.85,-97.0667,83.23,74,0,0.0,clear sky
492,Wamba,NG,8.9333,8.6,89.13,34,53,4.59,broken clouds
493,Hidalgo,MX,20.5,-99.0,65.66,53,0,3.31,clear sky
494,Canon City,US,38.441,-105.2424,44.87,23,0,12.66,clear sky
495,Novi Bilokorovychi,UA,51.1155,28.0546,49.68,77,100,8.55,overcast clouds
496,Mayna,RU,54.1135,47.6231,42.17,82,85,13.85,overcast clouds
497,Urengoy,RU,65.9667,78.3667,-0.36,93,100,6.53,overcast clouds
498,Kasongo,CD,-4.45,26.6667,71.69,82,87,3.15,overcast clouds
499,Burgeo,CA,47.6167,-57.6152,44.4,91,100,30.4,light rain
500,Aktash,RU,50.3,87.7333,0.79,75,24,4.63,few clouds
501,Zambezi,ZM,-13.5432,23.1047,73.98,70,45,4.59,light rain
502,Linxia,CN,35.6003,103.2064,45.73,61,100,7.36,overcast clouds
503,Urumqi,CN,43.801,87.6005,31.15,75,0,4.47,clear sky
504,Valcele,RO,45.85,25.6833,53.53,54,25,2.66,scattered clouds
505,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.36,65,100,13.8,overcast clouds
506,Nantucket,US,41.2835,-70.0995,64.54,76,0,20.71,clear sky
507,Pangnirtung,CA,66.1451,-65.7125,8.6,72,75,8.05,light snow
508,Bilibino,RU,68.0546,166.4372,0.57,98,100,2.82,light snow
509,Kargasok,RU,59.0556,80.8572,29.08,98,100,6.4,light snow
510,Nedjo,ET,9.5046,35.5019,59.14,88,97,2.48,light rain
511,Poum,NC,-20.2333,164.0167,75.04,76,79,17.81,broken clouds
512,Chalmette,US,29.9427,-89.9634,71.01,69,0,11.5,clear sky
513,Swellendam,ZA,-34.0226,20.4417,68.85,55,29,23.22,scattered clouds
514,Sechura,PE,-5.5569,-80.8222,74.89,56,61,8.14,broken clouds
515,San Andres,CO,12.5847,-81.7006,77.02,94,100,6.91,drizzle
516,Makhinjauri,GE,41.6739,41.694,55.26,100,75,3.44,broken clouds
517,Inuvik,CA,68.3499,-133.7218,18.36,86,40,5.75,scattered clouds
518,Flinders,AU,-34.5833,150.8552,62.38,80,55,7.0,broken clouds
519,Sheridan,US,44.8333,-106.9173,11.01,80,100,12.66,overcast clouds
520,Pervomayskoye,RU,43.919,46.7102,49.42,73,96,8.39,overcast clouds
521,Sydney Mines,CA,46.2367,-60.2177,50.18,73,75,20.71,broken clouds
522,Tazovskiy,RU,67.4667,78.7,4.62,89,100,12.68,overcast clouds
523,Malaya Vishera,RU,58.8454,32.2222,45.52,96,100,6.62,overcast clouds
524,Yamethin,MM,20.4333,96.15,70.57,81,21,2.93,few clouds
525,Mecca,SA,21.4267,39.8261,82.47,53,45,6.2,scattered clouds
526,Puerto Plata,DO,19.7934,-70.6884,87.71,74,40,5.75,scattered clouds
527,Champerico,GT,14.3,-91.9167,88.34,71,4,3.27,light rain
528,Atasu,KZ,48.6814,71.6433,29.46,78,100,7.36,overcast clouds
529,Craidorolt,RO,47.6167,22.7,51.98,82,100,3.44,overcast clouds
530,Bolobo,CD,-2.1667,16.2333,71.53,97,100,1.25,overcast clouds
531,Aiken,US,33.5835,-81.5998,64.11,83,100,17.27,overcast clouds
532,Nortelandia,BR,-14.4547,-56.8028,102.06,23,2,7.16,clear sky
533,Taoudenni,ML,22.6783,-3.9836,89.78,8,0,9.04,clear sky
534,Rorvik,NO,64.8621,11.2373,44.71,76,100,11.5,light rain
535,Maumere,ID,-8.6199,122.2111,80.91,80,52,4.83,broken clouds
536,Kincardine,GB,56.0667,-3.7167,60.57,78,85,26.04,overcast clouds
537,General Roca,AR,-39.0333,-67.5833,74.62,20,2,20.47,clear sky
538,San Ramon,US,37.7799,-121.978,50.81,90,0,4.61,clear sky
539,Drayton Valley,CA,53.2168,-114.9854,-3.91,98,71,4.03,broken clouds
540,Dubinino,RU,55.6192,89.0911,29.01,72,100,12.21,overcast clouds
541,Beyneu,KZ,45.3167,55.2,42.91,59,81,6.33,broken clouds
542,Mahanoro,MG,-19.9,48.8,74.84,78,65,8.43,broken clouds
543,Qena,EG,26.1615,32.7183,74.1,32,15,1.34,few clouds
544,Contai,IN,21.7786,87.7536,73.6,53,7,5.68,clear sky
545,Bijie,CN,27.3125,105.2942,53.62,92,0,0.81,clear sky
546,Kyrksaeterora,NO,63.2906,9.0891,42.96,90,100,6.58,light rain
547,Ha Tinh,VN,18.3333,105.9,73.36,91,71,2.8,broken clouds
548,Binzhou,CN,37.3667,118.0167,57.42,78,32,5.77,scattered clouds
549,Oktyabrskoye,RU,43.0645,44.7417,42.35,81,100,4.47,overcast clouds
550,Qasigiannguit,GL,68.8193,-51.1922,14.25,73,100,0.49,overcast clouds
551,Khromtau,KZ,50.2503,58.4347,26.62,88,81,8.99,broken clouds
552,Manacapuru,BR,-3.2997,-60.6206,91.63,48,100,2.3,overcast clouds
553,Springbok,ZA,-29.6643,17.8865,68.9,39,77,17.05,broken clouds
554,Imbituba,BR,-28.24,-48.6703,71.49,64,0,7.63,clear sky
555,Hovd,MN,48.0056,91.6419,19.29,53,98,1.86,overcast clouds
556,Qeshm,IR,26.9581,56.2719,78.69,70,18,7.74,few clouds
557,Maldonado,UY,-34.6667,-54.9167,78.19,36,36,8.5,scattered clouds
558,Moron,AR,-34.6534,-58.6198,84.02,50,30,7.45,scattered clouds
559,Shingu,JP,33.7333,135.9833,57.51,77,51,5.7,broken clouds
560,Lengshuitan,CN,26.4111,111.5956,77.83,52,68,0.69,broken clouds
561,Waddan,LY,29.1614,16.139,70.88,40,22,6.38,few clouds
562,Pathein,MM,16.7833,94.7333,72.21,82,11,3.76,few clouds
563,Isilkul,RU,54.9109,71.2728,28.94,96,99,10.67,overcast clouds
564,Mersing,MY,2.4312,103.8405,76.91,94,40,4.61,scattered clouds
565,Alpatovo,RU,43.7028,45.2415,52.12,70,98,5.1,overcast clouds
566,North Port,US,27.0442,-82.2359,73.04,97,100,21.97,moderate rain
567,Vardo,NO,70.3705,31.1107,35.58,87,75,9.22,broken clouds
568,Alihe,CN,50.5667,123.7167,22.73,66,100,1.28,overcast clouds
569,Igarka,RU,67.4667,86.5833,5.2,94,100,11.61,light snow
570,Krasnozerskoye,RU,53.9828,79.2374,28.36,93,100,14.52,overcast clouds
571,Suhbaatar,MN,50.2314,106.2078,15.8,96,75,1.01,broken clouds
572,Asilah,MA,35.465,-6.0348,69.76,54,0,15.28,clear sky
573,Chengde,CN,40.9725,117.9361,45.63,75,6,0.83,clear sky
574,Vestmanna,FO,62.1564,-7.1664,47.32,87,75,11.5,light rain
575,Jacareacanga,BR,-6.2222,-57.7528,96.71,35,18,6.38,few clouds
576,Halifax,CA,44.6453,-63.5724,55.69,69,75,20.71,broken clouds
577,Bocana De Paiwas,NI,12.7857,-85.1227,80.02,81,15,1.88,few clouds
578,Ternate,ID,0.8,127.4,81.68,78,96,4.21,overcast clouds
579,Hornepayne,CA,49.2138,-84.7705,29.21,94,100,10.29,snow
580,Karaton,ID,-6.3424,106.1045,74.86,93,100,4.61,overcast clouds
581,Sola,VU,-13.8833,167.55,80.53,80,98,14.65,overcast clouds
582,Kathmandu,NP,27.7167,85.3167,59.22,82,20,4.61,few clouds
583,Havoysund,NO,70.9963,24.6622,35.83,81,96,10.98,light rain
584,Bremerton,US,47.5673,-122.6326,41.34,91,100,1.01,overcast clouds
585,Bereda,ES,43.2686,-7.5406,65.57,74,11,2.37,few clouds
586,Burtunay,RU,42.9886,46.6303,38.35,90,100,1.99,overcast clouds
587,Quimper,FR,48.0,-4.1,59.58,88,100,11.5,overcast clouds
588,Boende,CD,-0.2167,20.8667,72.14,96,99,4.18,moderate rain
589,Lubao,PH,14.9167,120.55,80.67,82,69,4.92,heavy intensity rain
590,Windsor,CA,42.3001,-83.0165,66.94,39,0,19.57,haze
591,Bambanglipuro,ID,-7.95,110.2833,77.2,88,83,3.09,moderate rain
592,Carbonia,IT,39.1672,8.5222,72.55,73,100,3.87,overcast clouds
593,Yumen,CN,40.2833,97.2,39.43,44,100,13.47,overcast clouds
594,Kerman,IR,30.2832,57.0788,60.66,44,75,0.0,broken clouds
595,Newtonmore,GB,57.066,-4.1192,55.45,81,100,22.79,overcast clouds
596,Avera,US,33.194,-82.5271,62.55,90,100,20.38,overcast clouds
597,Bedesa,ET,8.9,40.7833,64.49,76,79,4.81,light rain
598,North Bend,US,43.4065,-124.2243,38.91,98,100,10.36,mist
599,Saint Anthony,US,45.0205,-93.218,67.66,84,100,12.66,overcast clouds
600,Guerrero Negro,MX,27.9769,-114.0611,63.54,55,100,14.94,overcast clouds
601,Itoman,JP,26.1247,127.6694,73.42,94,100,10.36,light rain
602,Santa Elena,EC,-2.2333,-80.85,71.15,88,100,8.05,light intensity drizzle
603,Tuatapere,NZ,-46.1333,167.6833,48.85,81,0,3.71,clear sky
604,Mayumba,GA,-3.432,10.6554,78.98,79,71,7.05,light rain
605,Gimbi,ET,9.1667,35.8333,58.06,87,97,1.7,overcast clouds
606,Almaznyy,RU,48.0448,40.045,42.26,83,32,6.15,scattered clouds
607,Nouadhibou,MR,20.931,-17.0347,75.18,69,77,10.36,broken clouds
608,Svetlaya,RU,46.5389,138.3297,30.81,51,0,7.02,clear sky
609,Muhos,FI,64.808,25.9931,30.88,99,99,1.79,overcast clouds
610,Marawi,PH,7.9986,124.2928,68.88,92,78,1.77,broken clouds
611,Karlskrona,SE,56.1616,15.5866,52.25,88,87,15.5,overcast clouds
612,Lively,CA,46.4334,-81.1498,60.03,73,47,9.6,scattered clouds
613,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,75,10.36,broken clouds
614,Opuwo,NA,-18.0607,13.84,88.97,12,5,20.69,clear sky
615,Gornopravdinsk,RU,60.05,69.9,28.13,97,100,3.42,overcast clouds
616,Rebrikha,RU,53.0733,82.3408,29.48,80,100,14.52,overcast clouds
617,Changli,CN,39.7042,119.1506,52.92,84,97,4.36,overcast clouds
618,Muisne,EC,0.6,-80.0333,76.32,74,97,10.4,overcast clouds
619,Eunice,US,30.4944,-92.4176,71.94,46,10,5.84,clear sky
620,Olga,RU,43.7444,135.2892,31.73,64,18,5.17,few clouds
621,Limon,CR,10.0,-83.0333,86.05,58,20,8.05,few clouds
622,Takoradi,GH,4.8845,-1.7554,82.83,74,37,11.34,moderate rain
623,Cap Malheureux,MU,-19.9842,57.6142,76.46,68,8,5.99,clear sky
624,Aykhal,RU,66.0,111.5,-5.62,97,100,12.62,overcast clouds
625,Fairview,US,40.8126,-73.999,63.68,59,0,11.5,clear sky
626,Mogadishu,SO,2.0371,45.3438,79.56,81,75,13.96,broken clouds
627,Ponta Delgada,PT,37.7333,-25.6667,72.5,88,75,28.77,broken clouds
628,Ratnagiri,IN,16.9833,73.3,77.09,59,10,6.58,clear sky
629,Ati,TD,13.2154,18.3353,91.62,14,37,7.67,scattered clouds
630,Mnogovershinnyy,RU,53.9353,139.9242,17.74,70,69,12.82,broken clouds
631,Usolye-Sibirskoye,RU,52.7519,103.6453,13.95,97,69,1.92,broken clouds
632,Dombas,NO,62.0696,9.1235,35.67,100,100,6.91,overcast clouds
633,Bojnurd,IR,37.4747,57.329,42.75,42,0,6.91,clear sky
634,Korla,CN,41.7597,86.1469,40.55,56,5,6.71,clear sky
635,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,87,75,4.61,broken clouds
636,Imeni Poliny Osipenko,RU,52.4201,136.4853,14.27,79,2,3.31,clear sky
637,Biak,ID,-0.9131,122.8766,77.0,86,100,3.67,light rain
638,Cururupu,BR,-1.8283,-44.8683,89.64,48,35,7.43,scattered clouds
639,Kerouane,GN,9.2667,-9.0167,84.54,40,7,3.36,clear sky
640,Abu Samrah,SY,35.3029,37.1841,62.26,57,15,6.93,few clouds
641,Mineral Wells,US,32.8085,-98.1128,71.28,84,100,9.22,overcast clouds
642,Mazagao,BR,-0.115,-51.2894,89.65,41,32,5.91,scattered clouds
643,Belmonte,BR,-15.8631,-38.8828,82.81,65,45,8.12,scattered clouds
644,Buala,SB,-8.145,159.5921,78.3,88,100,8.72,moderate rain
645,Mogok,MM,22.9167,96.5,58.19,80,6,1.81,clear sky
646,Tortoli,IT,39.9256,9.6572,66.02,82,20,8.05,few clouds
647,Laguna,US,38.421,-121.4238,45.95,92,0,8.05,mist
648,Houma,US,29.5958,-90.7195,73.4,74,0,6.91,clear sky
649,Manali,IN,13.1667,80.2667,77.09,81,96,18.48,overcast clouds
650,Kenai,US,60.5544,-151.2583,33.15,100,100,0.0,mist
651,Maraa,BR,-1.8333,-65.3667,94.75,43,53,1.25,broken clouds
652,Lakshettipet,IN,18.8667,79.2167,69.22,62,34,3.56,scattered clouds
653,Guane,CU,22.2025,-84.0875,84.79,56,14,6.8,few clouds
654,Dera Ghazi Khan,PK,30.0561,70.6348,71.58,45,6,7.63,clear sky
655,Tateyama,JP,34.9833,139.8667,63.09,65,12,12.26,few clouds
656,Ban Nahin,LA,18.2418,104.2122,70.14,86,12,3.33,few clouds
657,Athabasca,CA,54.7169,-113.2854,-10.79,89,59,3.44,broken clouds
658,Pamanukan,ID,-6.2842,107.8106,79.05,86,100,4.76,light rain
659,Epping,AU,-33.7727,151.0818,61.5,87,38,3.29,scattered clouds
660,Smithers,CA,54.7804,-127.1743,12.52,79,75,4.61,broken clouds
661,Odlabari,IN,26.8333,88.6167,67.08,81,2,4.85,clear sky
662,Arsenyev,RU,44.1631,133.2733,29.59,55,2,1.63,clear sky
663,Tautira,PF,-17.7333,-149.15,76.41,86,18,11.61,light rain
664,Simeykyne,UA,48.3264,39.5337,42.58,82,66,5.84,broken clouds
665,Adamovka,RU,51.5223,59.9396,29.39,92,99,13.24,overcast clouds
666,Westerstede,DE,53.25,7.9333,57.16,77,94,16.2,overcast clouds
667,Mocuba,MZ,-16.8392,36.9856,75.52,74,47,3.33,light rain
668,Znamenskoye,RU,57.1281,73.8282,28.69,99,100,3.22,light snow
669,Kieta,PG,-6.2167,155.6333,78.69,83,100,1.28,overcast clouds
670,Hay River,CA,60.8156,-115.7999,-4.02,84,40,5.75,scattered clouds
671,Skjervoy,NO,70.0311,20.9714,30.2,68,71,11.3,broken clouds
672,Chara,RU,56.9064,118.2631,6.39,79,88,2.19,overcast clouds
673,Isoka,ZM,-10.1606,32.6335,64.4,90,100,1.88,moderate rain
674,Jeremie,HT,18.65,-74.1167,84.06,62,6,3.36,clear sky
675,Koumac,NC,-20.5667,164.2833,73.47,77,100,11.77,overcast clouds
676,Coahuayana,MX,18.7333,-103.6833,86.43,64,66,2.46,broken clouds
677,Humberto De Campos,BR,-2.5983,-43.4611,90.12,51,83,12.19,broken clouds
678,Coihaique,CL,-45.5752,-72.0662,57.81,62,100,6.29,light rain
679,Severka,RU,56.8688,60.3015,35.04,99,100,4.23,overcast clouds
680,Mendoza,AR,-32.8908,-68.8272,74.73,35,40,11.5,scattered clouds
681,High Rock,BS,26.6208,-78.2833,82.42,81,39,22.1,scattered clouds
682,Tommot,RU,58.9564,126.2925,18.93,89,99,10.63,overcast clouds
683,Curtea De Arges,RO,45.1333,24.6833,49.06,79,46,2.15,scattered clouds
684,Uruzgan,AF,32.8333,66.0,49.01,52,9,2.44,clear sky
685,Hami,CN,42.8,93.45,39.6,32,84,9.24,broken clouds
686,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,3,4.61,mist
687,Maragogi,BR,-9.0122,-35.2225,82.99,65,20,7.83,few clouds
688,Ubatuba,BR,-23.4339,-45.0711,76.78,77,6,5.64,clear sky
689,Nago,JP,26.5881,127.9761,72.03,90,97,9.62,light rain
690,San Francisco,US,37.7749,-122.4194,53.02,81,20,10.36,few clouds
691,Namatanai,PG,-3.6667,152.4333,79.25,82,98,3.29,light rain
692,Raudeberg,NO,61.9875,5.1352,51.96,1,100,29.62,moderate rain
693,Usinsk,RU,65.9939,57.5281,24.57,90,100,9.93,overcast clouds
694,Kijang,KR,35.2442,129.2139,53.33,69,88,8.72,overcast clouds
695,Andenes,NO,69.3143,16.1194,33.78,75,0,12.66,clear sky
696,Siocon,PH,7.7061,122.1353,78.66,88,97,4.32,overcast clouds
697,Rio Gallegos,AR,-51.6226,-69.2181,53.65,40,75,5.75,broken clouds
